specialite,zone_inscription,effectifs
Anatomie et cytologie pathologiques,Tarn-et-Garonne,0
Anesthesie-reanimation,Tarn-et-Garonne,1
Biologie medicale,Tarn-et-Garonne,0
Cardiologie et maladies vasculaires,Tarn-et-Garonne,2
Chirurgie generale,Tarn-et-Garonne,0
Chirurgie maxillo-faciale et stomatologie,Tarn-et-Garonne,0
Chirurgie orthopedique et traumatologie,Tarn-et-Garonne,0
Chirurgie infantile,Tarn-et-Garonne,0
Chirurgie plastique reconstructrice et esthetique,Tarn-et-Garonne,0
Chirurgie thoracique et cardio-vasculaire,Tarn-et-Garonne,0
Chirurgie urologique,Tarn-et-Garonne,0
Chirurgie vasculaire,Tarn-et-Garonne,0
Chirurgie viscerale et digestive,Tarn-et-Garonne,0
Dermatologie et venereologie,Tarn-et-Garonne,1
Endocrinologie et metabolisme,Tarn-et-Garonne,1
Genetique medicale,Tarn-et-Garonne,0
Geriatrie,Tarn-et-Garonne,0
Gynecologie medicale,Tarn-et-Garonne,0
Gynecologie-obstetrique,Tarn-et-Garonne,1
Hematologie,Tarn-et-Garonne,0
Gastro-enterologie et hepatologie,Tarn-et-Garonne,0
Medecine du travail,Tarn-et-Garonne,0
Medecine interne,Tarn-et-Garonne,0
Medecine nucleaire,Tarn-et-Garonne,0
Medecine physique et readaptation,Tarn-et-Garonne,0
Nephrologie,Tarn-et-Garonne,0
Neuro-chirurgie,Tarn-et-Garonne,0
Neurologie,Tarn-et-Garonne,2
O.R.L et chirurgie cervico faciale,Tarn-et-Garonne,0
Oncologie option medicale,Tarn-et-Garonne,0
Ophtalmologie,Tarn-et-Garonne,3
Pediatrie,Tarn-et-Garonne,0
Pneumologie,Tarn-et-Garonne,2
Psychiatrie,Tarn-et-Garonne,2
Radio-diagnostic et imagerie medicale,Tarn-et-Garonne,1
Radio-therapie,Tarn-et-Garonne,0
Reanimation medicale,Tarn-et-Garonne,0
Recherche medicale,Tarn-et-Garonne,0
Rhumatologie,Tarn-et-Garonne,0
Sante publique et medecine sociale,Tarn-et-Garonne,0
Generalistes,Tarn-et-Garonne,10
Medecine generale,Tarn-et-Garonne,10
Ensemble des specialites d'exercice,Var,212
Specialistes,Var,156
Anatomie et cytologie pathologiques,Var,0
Anesthesie-reanimation,Var,3
Biologie medicale,Var,0
Cardiologie et maladies vasculaires,Var,21
Chirurgie generale,Var,4
Chirurgie maxillo-faciale et stomatologie,Var,0
Chirurgie orthopedique et traumatologie,Var,10
Chirurgie infantile,Var,0
Chirurgie plastique reconstructrice et esthetique,Var,2
Chirurgie thoracique et cardio-vasculaire,Var,1
Chirurgie urologique,Var,4
Chirurgie vasculaire,Var,1
Chirurgie viscerale et digestive,Var,1
Dermatologie et venereologie,Var,3
Endocrinologie et metabolisme,Var,3
Genetique medicale,Var,0
Geriatrie,Var,1
Gynecologie medicale,Var,4
Gynecologie-obstetrique,Var,16
Hematologie,Var,0
Gastro-enterologie et hepatologie,Var,11
Medecine du travail,Var,0
Medecine interne,Var,0
Medecine nucleaire,Var,2
Medecine physique et readaptation,Var,1
Nephrologie,Var,2
Neuro-chirurgie,Var,0
Neurologie,Var,3
O.R.L et chirurgie cervico faciale,Var,6
Oncologie option medicale,Var,3
Ophtalmologie,Var,4
Pediatrie,Var,6
Pneumologie,Var,5
Psychiatrie,Var,7
Radio-diagnostic et imagerie medicale,Var,29
Radio-therapie,Var,0
Reanimation medicale,Var,0
Recherche medicale,Var,0
Rhumatologie,Var,3
Sante publique et medecine sociale,Var,0
Generalistes,Var,56
Medecine generale,Var,56
Ensemble des specialites d'exercice,Var,179
Specialistes,Var,134
Anatomie et cytologie pathologiques,Var,0
Anesthesie-reanimation,Var,3
Biologie medicale,Var,0
Cardiologie et maladies vasculaires,Var,18
Chirurgie generale,Var,4
Chirurgie maxillo-faciale et stomatologie,Var,1
Chirurgie orthopedique et traumatologie,Var,12
Chirurgie infantile,Var,0
Chirurgie plastique reconstructrice et esthetique,Var,1
Chirurgie thoracique et cardio-vasculaire,Var,0
Chirurgie urologique,Var,1
Chirurgie vasculaire,Var,1
Chirurgie viscerale et digestive,Var,1
Dermatologie et venereologie,Var,1
Endocrinologie et metabolisme,Var,3
Genetique medicale,Var,0
Geriatrie,Var,1
Gynecologie medicale,Var,3
Gynecologie-obstetrique,Var,18
Hematologie,Var,0
Gastro-enterologie et hepatologie,Var,12
Medecine du travail,Var,0
Medecine interne,Var,0
Medecine nucleaire,Var,1
Medecine physique et readaptation,Var,1
Nephrologie,Var,2
Neuro-chirurgie,Var,0
Neurologie,Var,3
O.R.L et chirurgie cervico faciale,Var,6
Oncologie option medicale,Var,3
Ophtalmologie,Var,3
Pediatrie,Var,6
Pneumologie,Var,3
Psychiatrie,Var,5
Radio-diagnostic et imagerie medicale,Var,18
Radio-therapie,Var,0
Reanimation medicale,Var,0
Recherche medicale,Var,0
Rhumatologie,Var,3
Sante publique et medecine sociale,Var,0
Generalistes,Var,45
Medecine generale,Var,45
Ensemble des specialites d'exercice,Vaucluse,219
Specialistes,Vaucluse,141
Anatomie et cytologie pathologiques,Vaucluse,2
Anesthesie-reanimation,Vaucluse,8
Biologie medicale,Vaucluse,0
Cardiologie et maladies vasculaires,Vaucluse,18
Chirurgie generale,Vaucluse,1
Chirurgie maxillo-faciale et stomatologie,Vaucluse,0
Chirurgie orthopedique et traumatologie,Vaucluse,4
Chirurgie infantile,Vaucluse,1
Chirurgie plastique reconstructrice et esthetique,Vaucluse,1
Chirurgie thoracique et cardio-vasculaire,Vaucluse,2
Chirurgie urologique,Vaucluse,3
Chirurgie vasculaire,Vaucluse,2
Chirurgie viscerale et digestive,Vaucluse,3
Dermatologie et venereologie,Vaucluse,5
Endocrinologie et metabolisme,Vaucluse,4
Genetique medicale,Vaucluse,0
Geriatrie,Vaucluse,1
Gynecologie medicale,Vaucluse,5
Gynecologie-obstetrique,Vaucluse,9
Hematologie,Vaucluse,1
Gastro-enterologie et hepatologie,Vaucluse,12
Medecine du travail,Vaucluse,0
Medecine interne,Vaucluse,0
Medecine nucleaire,Vaucluse,4
Medecine physique et readaptation,Vaucluse,2
Nephrologie,Vaucluse,1
Neuro-chirurgie,Vaucluse,0
Neurologie,Vaucluse,3
O.R.L et chirurgie cervico faciale,Vaucluse,9
Oncologie option medicale,Vaucluse,0
Ophtalmologie,Vaucluse,6
Pediatrie,Vaucluse,9
Pneumologie,Vaucluse,4
Psychiatrie,Vaucluse,12
Radio-diagnostic et imagerie medicale,Vaucluse,4
Radio-therapie,Vaucluse,2
Reanimation medicale,Vaucluse,0
Recherche medicale,Vaucluse,0
Rhumatologie,Vaucluse,3
Sante publique et medecine sociale,Vaucluse,0
Generalistes,Vaucluse,78
Medecine generale,Vaucluse,78
Ensemble des specialites d'exercice,Vaucluse,217
Specialistes,Vaucluse,137
Anatomie et cytologie pathologiques,Vaucluse,1
Anesthesie-reanimation,Vaucluse,6
Biologie medicale,Vaucluse,0
Cardiologie et maladies vasculaires,Vaucluse,18
Chirurgie generale,Vaucluse,3
Chirurgie maxillo-faciale et stomatologie,Vaucluse,0
Chirurgie orthopedique et traumatologie,Vaucluse,4
Chirurgie infantile,Vaucluse,1
Chirurgie plastique reconstructrice et esthetique,Vaucluse,1
Chirurgie thoracique et cardio-vasculaire,Vaucluse,1
Chirurgie urologique,Vaucluse,3
Chirurgie vasculaire,Vaucluse,2
Chirurgie viscerale et digestive,Vaucluse,3
Dermatologie et venereologie,Vaucluse,4
Endocrinologie et metabolisme,Vaucluse,4
Genetique medicale,Vaucluse,0
Geriatrie,Vaucluse,1
Gynecologie medicale,Vaucluse,5
Gynecologie-obstetrique,Vaucluse,10
Hematologie,Vaucluse,1
Gastro-enterologie et hepatologie,Vaucluse,12
Medecine du travail,Vaucluse,0
Medecine interne,Vaucluse,0
Medecine nucleaire,Vaucluse,3
Medecine physique et readaptation,Vaucluse,1
Nephrologie,Vaucluse,0
Neuro-chirurgie,Vaucluse,0
Neurologie,Vaucluse,2
O.R.L et chirurgie cervico faciale,Vaucluse,9
Oncologie option medicale,Vaucluse,0
Ophtalmologie,Vaucluse,7
Pediatrie,Vaucluse,9
Pneumologie,Vaucluse,5
Psychiatrie,Vaucluse,14
Radio-diagnostic et imagerie medicale,Vaucluse,4
Radio-therapie,Vaucluse,1
Reanimation medicale,Vaucluse,0
Recherche medicale,Vaucluse,0
Rhumatologie,Vaucluse,2
Sante publique et medecine sociale,Vaucluse,0
Generalistes,Vaucluse,80
Medecine generale,Vaucluse,80
Ensemble des specialites d'exercice,Vendee,138
Specialistes,Vendee,98
Anatomie et cytologie pathologiques,Vendee,0
Anesthesie-reanimation,Vendee,2
Biologie medicale,Vendee,0
Cardiologie et maladies vasculaires,Vendee,12
Chirurgie generale,Vendee,2
Chirurgie maxillo-faciale et stomatologie,Vendee,1
Chirurgie orthopedique et traumatologie,Vendee,5
Chirurgie infantile,Vendee,0
Chirurgie plastique reconstructrice et esthetique,Vendee,0
Chirurgie thoracique et cardio-vasculaire,Vendee,0
Chirurgie urologique,Vendee,1
Chirurgie vasculaire,Vendee,2
Chirurgie viscerale et digestive,Vendee,2
Dermatologie et venereologie,Vendee,2
Endocrinologie et metabolisme,Vendee,0
Genetique medicale,Vendee,0
Geriatrie,Vendee,0
Gynecologie medicale,Vendee,4
Gynecologie-obstetrique,Vendee,4
Hematologie,Vendee,0
Gastro-enterologie et hepatologie,Vendee,10
Medecine du travail,Vendee,0
Medecine interne,Vendee,0
Medecine nucleaire,Vendee,1
Medecine physique et readaptation,Vendee,1
Nephrologie,Vendee,0
Neuro-chirurgie,Vendee,0
Neurologie,Vendee,0
O.R.L et chirurgie cervico faciale,Vendee,2
Oncologie option medicale,Vendee,0
Ophtalmologie,Vendee,5
Pediatrie,Vendee,4
Pneumologie,Vendee,6
Psychiatrie,Vendee,10
Radio-diagnostic et imagerie medicale,Vendee,15
Radio-therapie,Vendee,3
Reanimation medicale,Vendee,0
Recherche medicale,Vendee,0
Rhumatologie,Vendee,4
Sante publique et medecine sociale,Vendee,0
Generalistes,Vendee,40
Medecine generale,Vendee,40
Ensemble des specialites d'exercice,Vendee,131
Specialistes,Vendee,94
Anatomie et cytologie pathologiques,Vendee,0
Anesthesie-reanimation,Vendee,2
Biologie medicale,Vendee,0
Cardiologie et maladies vasculaires,Vendee,11
Chirurgie generale,Vendee,3
Chirurgie maxillo-faciale et stomatologie,Vendee,1
Chirurgie orthopedique et traumatologie,Vendee,5
Chirurgie infantile,Vendee,0
Chirurgie plastique reconstructrice et esthetique,Vendee,0
Chirurgie thoracique et cardio-vasculaire,Vendee,0
Chirurgie urologique,Vendee,1
Chirurgie vasculaire,Vendee,2
Chirurgie viscerale et digestive,Vendee,2
Dermatologie et venereologie,Vendee,2
Endocrinologie et metabolisme,Vendee,0
Genetique medicale,Vendee,0
Geriatrie,Vendee,0
Gynecologie medicale,Vendee,4
Gynecologie-obstetrique,Vendee,4
Hematologie,Vendee,0
Gastro-enterologie et hepatologie,Vendee,10
Medecine du travail,Vendee,0
Medecine interne,Vendee,0
Medecine nucleaire,Vendee,1
Medecine physique et readaptation,Vendee,1
Nephrologie,Vendee,0
Neuro-chirurgie,Vendee,0
Neurologie,Vendee,0
O.R.L et chirurgie cervico faciale,Vendee,2
Oncologie option medicale,Vendee,0
Ophtalmologie,Vendee,5
Pediatrie,Vendee,3
Pneumologie,Vendee,6
Psychiatrie,Vendee,9
Radio-diagnostic et imagerie medicale,Vendee,15
Radio-therapie,Vendee,0
Reanimation medicale,Vendee,0
Recherche medicale,Vendee,0
Rhumatologie,Vendee,5
Sante publique et medecine sociale,Vendee,0
Generalistes,Vendee,37
Medecine generale,Vendee,37
Ensemble des specialites d'exercice,Vienne,146
Specialistes,Vienne,96
Anatomie et cytologie pathologiques,Vienne,4
Anesthesie-reanimation,Vienne,0
Biologie medicale,Vienne,0
Cardiologie et maladies vasculaires,Vienne,17
Chirurgie generale,Vienne,5
Chirurgie maxillo-faciale et stomatologie,Vienne,0
Chirurgie orthopedique et traumatologie,Vienne,5
Chirurgie infantile,Vienne,2
Chirurgie plastique reconstructrice et esthetique,Vienne,1
Chirurgie thoracique et cardio-vasculaire,Vienne,1
Chirurgie urologique,Vienne,1
Chirurgie vasculaire,Vienne,1
Chirurgie viscerale et digestive,Vienne,0
Dermatologie et venereologie,Vienne,7
Endocrinologie et metabolisme,Vienne,2
Genetique medicale,Vienne,0
Geriatrie,Vienne,0
Gynecologie medicale,Vienne,1
Gynecologie-obstetrique,Vienne,4
Hematologie,Vienne,0
Gastro-enterologie et hepatologie,Vienne,4
Medecine du travail,Vienne,0
Medecine interne,Vienne,1
Medecine nucleaire,Vienne,2
Medecine physique et readaptation,Vienne,0
Nephrologie,Vienne,1
Neuro-chirurgie,Vienne,1
Neurologie,Vienne,5
O.R.L et chirurgie cervico faciale,Vienne,7
Oncologie option medicale,Vienne,0
Ophtalmologie,Vienne,3
Pediatrie,Vienne,5
Pneumologie,Vienne,0
Psychiatrie,Vienne,5
Radio-diagnostic et imagerie medicale,Vienne,7
Radio-therapie,Vienne,2
Reanimation medicale,Vienne,0
Recherche medicale,Vienne,0
Rhumatologie,Vienne,2
Sante publique et medecine sociale,Vienne,0
Generalistes,Vienne,50
Medecine generale,Vienne,50
Ensemble des specialites d'exercice,Vienne,117
Specialistes,Vienne,81
Anatomie et cytologie pathologiques,Vienne,3
Anesthesie-reanimation,Vienne,0
Biologie medicale,Vienne,0
Cardiologie et maladies vasculaires,Vienne,15
Chirurgie generale,Vienne,4
Chirurgie maxillo-faciale et stomatologie,Vienne,0
Chirurgie orthopedique et traumatologie,Vienne,5
Chirurgie infantile,Vienne,2
Chirurgie plastique reconstructrice et esthetique,Vienne,1
Chirurgie thoracique et cardio-vasculaire,Vienne,2
Chirurgie urologique,Vienne,2
Chirurgie vasculaire,Vienne,1
Chirurgie viscerale et digestive,Vienne,0
Dermatologie et venereologie,Vienne,5
Endocrinologie et metabolisme,Vienne,0
Genetique medicale,Vienne,0
Geriatrie,Vienne,0
Gynecologie medicale,Vienne,1
Gynecologie-obstetrique,Vienne,4
Hematologie,Vienne,0
Gastro-enterologie et hepatologie,Vienne,3
Medecine du travail,Vienne,0
Medecine interne,Vienne,1
Medecine nucleaire,Vienne,2
Medecine physique et readaptation,Vienne,0
Nephrologie,Vienne,1
Neuro-chirurgie,Vienne,0
Neurologie,Vienne,4
O.R.L et chirurgie cervico faciale,Vienne,6
Oncologie option medicale,Vienne,0
Ophtalmologie,Vienne,1
Pediatrie,Vienne,4
Pneumologie,Vienne,0
Psychiatrie,Vienne,4
Radio-diagnostic et imagerie medicale,Vienne,7
Radio-therapie,Vienne,2
Reanimation medicale,Vienne,0
Recherche medicale,Vienne,0
Rhumatologie,Vienne,1
Sante publique et medecine sociale,Vienne,0
Generalistes,Vienne,36
Medecine generale,Vienne,36
Ensemble des specialites d'exercice,Haute-Vienne,181
Specialistes,Haute-Vienne,106
Anatomie et cytologie pathologiques,Haute-Vienne,4
Anesthesie-reanimation,Haute-Vienne,0
Biologie medicale,Haute-Vienne,0
Cardiologie et maladies vasculaires,Haute-Vienne,9
Chirurgie generale,Haute-Vienne,10
Chirurgie maxillo-faciale et stomatologie,Haute-Vienne,3
Chirurgie orthopedique et traumatologie,Haute-Vienne,4
Chirurgie infantile,Haute-Vienne,0
Chirurgie plastique reconstructrice et esthetique,Haute-Vienne,0
Chirurgie thoracique et cardio-vasculaire,Haute-Vienne,2
Chirurgie urologique,Haute-Vienne,2
Chirurgie vasculaire,Haute-Vienne,0
Chirurgie viscerale et digestive,Haute-Vienne,0
Dermatologie et venereologie,Haute-Vienne,6
Endocrinologie et metabolisme,Haute-Vienne,5
Genetique medicale,Haute-Vienne,0
Geriatrie,Haute-Vienne,0
Gynecologie medicale,Haute-Vienne,7
Gynecologie-obstetrique,Haute-Vienne,3
Hematologie,Haute-Vienne,0
Gastro-enterologie et hepatologie,Haute-Vienne,8
Medecine du travail,Haute-Vienne,0
Medecine interne,Haute-Vienne,0
Medecine nucleaire,Haute-Vienne,3
Medecine physique et readaptation,Haute-Vienne,0
Nephrologie,Haute-Vienne,0
Neuro-chirurgie,Haute-Vienne,2
Neurologie,Haute-Vienne,2
O.R.L et chirurgie cervico faciale,Haute-Vienne,3
Oncologie option medicale,Haute-Vienne,0
Ophtalmologie,Haute-Vienne,6
Pediatrie,Haute-Vienne,3
Pneumologie,Haute-Vienne,3
Psychiatrie,Haute-Vienne,15
Radio-diagnostic et imagerie medicale,Haute-Vienne,1
Radio-therapie,Haute-Vienne,1
Reanimation medicale,Haute-Vienne,0
Recherche medicale,Haute-Vienne,0
Rhumatologie,Haute-Vienne,4
Sante publique et medecine sociale,Haute-Vienne,0
Generalistes,Haute-Vienne,75
Medecine generale,Haute-Vienne,75
Ensemble des specialites d'exercice,Haute-Vienne,176
Specialistes,Haute-Vienne,104
Anatomie et cytologie pathologiques,Haute-Vienne,4
Anesthesie-reanimation,Haute-Vienne,0
Biologie medicale,Haute-Vienne,0
Cardiologie et maladies vasculaires,Haute-Vienne,9
Chirurgie generale,Haute-Vienne,11
Chirurgie maxillo-faciale et stomatologie,Haute-Vienne,3
Chirurgie orthopedique et traumatologie,Haute-Vienne,4
Chirurgie infantile,Haute-Vienne,0
Chirurgie plastique reconstructrice et esthetique,Haute-Vienne,0
Chirurgie thoracique et cardio-vasculaire,Haute-Vienne,2
Chirurgie urologique,Haute-Vienne,2
Chirurgie vasculaire,Haute-Vienne,0
Chirurgie viscerale et digestive,Haute-Vienne,0
Dermatologie et venereologie,Haute-Vienne,5
Endocrinologie et metabolisme,Haute-Vienne,5
Genetique medicale,Haute-Vienne,0
Geriatrie,Haute-Vienne,0
Gynecologie medicale,Haute-Vienne,8
Gynecologie-obstetrique,Haute-Vienne,3
Hematologie,Haute-Vienne,0
Gastro-enterologie et hepatologie,Haute-Vienne,8
Medecine du travail,Haute-Vienne,0
Medecine interne,Haute-Vienne,0
Medecine nucleaire,Haute-Vienne,1
Medecine physique et readaptation,Haute-Vienne,0
Nephrologie,Haute-Vienne,0
Neuro-chirurgie,Haute-Vienne,3
Neurologie,Haute-Vienne,2
O.R.L et chirurgie cervico faciale,Haute-Vienne,3
Oncologie option medicale,Haute-Vienne,0
Ophtalmologie,Haute-Vienne,6
Pediatrie,Haute-Vienne,3
Pneumologie,Haute-Vienne,3
Psychiatrie,Haute-Vienne,13
Radio-diagnostic et imagerie medicale,Haute-Vienne,1
Radio-therapie,Haute-Vienne,1
Reanimation medicale,Haute-Vienne,0
Recherche medicale,Haute-Vienne,0
Rhumatologie,Haute-Vienne,4
Sante publique et medecine sociale,Haute-Vienne,0
Generalistes,Haute-Vienne,72
Medecine generale,Haute-Vienne,72
Ensemble des specialites d'exercice,Vosges,102
Specialistes,Vosges,72
Anatomie et cytologie pathologiques,Vosges,0
Anesthesie-reanimation,Vosges,2
Biologie medicale,Vosges,0
Cardiologie et maladies vasculaires,Vosges,5
Chirurgie generale,Vosges,6
Chirurgie maxillo-faciale et stomatologie,Vosges,0
Chirurgie orthopedique et traumatologie,Vosges,3
Chirurgie infantile,Vosges,0
Chirurgie plastique reconstructrice et esthetique,Vosges,1
Chirurgie thoracique et cardio-vasculaire,Vosges,0
Chirurgie urologique,Vosges,0
Chirurgie vasculaire,Vosges,1
Chirurgie viscerale et digestive,Vosges,1
Dermatologie et venereologie,Vosges,1
Endocrinologie et metabolisme,Vosges,0
Genetique medicale,Vosges,0
Geriatrie,Vosges,0
Gynecologie medicale,Vosges,4
Gynecologie-obstetrique,Vosges,6
Hematologie,Vosges,0
Gastro-enterologie et hepatologie,Vosges,3
Medecine du travail,Vosges,0
Medecine interne,Vosges,1
Medecine nucleaire,Vosges,0
Medecine physique et readaptation,Vosges,0
Nephrologie,Vosges,2
Neuro-chirurgie,Vosges,0
Neurologie,Vosges,2
O.R.L et chirurgie cervico faciale,Vosges,4
Oncologie option medicale,Vosges,0
Ophtalmologie,Vosges,5
Pediatrie,Vosges,5
Pneumologie,Vosges,3
Psychiatrie,Vosges,7
Radio-diagnostic et imagerie medicale,Vosges,6
Radio-therapie,Vosges,0
Reanimation medicale,Vosges,0
Recherche medicale,Vosges,0
Rhumatologie,Vosges,4
Sante publique et medecine sociale,Vosges,0
Generalistes,Vosges,30
Medecine generale,Vosges,30
Ensemble des specialites d'exercice,Vosges,99
Specialistes,Vosges,73
Anatomie et cytologie pathologiques,Vosges,0
Anesthesie-reanimation,Vosges,2
Biologie medicale,Vosges,0
Cardiologie et maladies vasculaires,Vosges,5
Chirurgie generale,Vosges,7
Chirurgie maxillo-faciale et stomatologie,Vosges,0
Chirurgie orthopedique et traumatologie,Vosges,2
Chirurgie infantile,Vosges,0
Chirurgie plastique reconstructrice et esthetique,Vosges,1
Chirurgie thoracique et cardio-vasculaire,Vosges,0
Chirurgie urologique,Vosges,0
Chirurgie vasculaire,Vosges,1
Chirurgie viscerale et digestive,Vosges,1
Dermatologie et venereologie,Vosges,1
Endocrinologie et metabolisme,Vosges,0
Genetique medicale,Vosges,0
Geriatrie,Vosges,1
Gynecologie medicale,Vosges,4
Gynecologie-obstetrique,Vosges,5
Hematologie,Vosges,0
Gastro-enterologie et hepatologie,Vosges,4
Medecine du travail,Vosges,0
Medecine interne,Vosges,1
Medecine nucleaire,Vosges,0
Medecine physique et readaptation,Vosges,0
Nephrologie,Vosges,2
Neuro-chirurgie,Vosges,0
Neurologie,Vosges,2
O.R.L et chirurgie cervico faciale,Vosges,4
Oncologie option medicale,Vosges,0
Ophtalmologie,Vosges,5
Pediatrie,Vosges,6
Pneumologie,Vosges,3
Psychiatrie,Vosges,5
Radio-diagnostic et imagerie medicale,Vosges,7
Radio-therapie,Vosges,0
Reanimation medicale,Vosges,0
Recherche medicale,Vosges,0
Rhumatologie,Vosges,4
Sante publique et medecine sociale,Vosges,0
Generalistes,Vosges,26
Medecine generale,Vosges,26
Ensemble des specialites d'exercice,Yonne,122
Specialistes,Yonne,77
Anatomie et cytologie pathologiques,Yonne,0
Anesthesie-reanimation,Yonne,1
Biologie medicale,Yonne,0
Cardiologie et maladies vasculaires,Yonne,12
Chirurgie generale,Yonne,4
Chirurgie maxillo-faciale et stomatologie,Yonne,0
Chirurgie orthopedique et traumatologie,Yonne,4
Chirurgie infantile,Yonne,0
Chirurgie plastique reconstructrice et esthetique,Yonne,0
Chirurgie thoracique et cardio-vasculaire,Yonne,0
Chirurgie urologique,Yonne,1
Chirurgie vasculaire,Yonne,0
Chirurgie viscerale et digestive,Yonne,2
Dermatologie et venereologie,Yonne,2
Endocrinologie et metabolisme,Yonne,0
Genetique medicale,Yonne,0
